id_acidente;id_veiculo;tipo_veiculo;sexo_condutor;idade_condutor;categoria_habilitacao;usa_cinto_seguranca;estado_alcoolizacao;escolaridade
D061300679;1;MO;M;47;SI;X;BR;3
D061300679;1;MO;M;47;SI;X;BR;3
D061300680;1;AU;M;34;SI;X;BR;3
D061300680;1;AU;M;34;SI;X;BR;3
D061300681;1;MO;M;SI;SI;X;BR;8
D061300681;1;MO;M;SI;SI;X;BR;8
D061300682;1;MO;M;34;IN;X;BR;3
D061300682;1;MO;M;34;IN;X;BR;3
D061300683;1;AU;F;25;SI;X;BR;6
D061300683;2;AU;M;30;SI;X;BR;8
D061300683;1;AU;F;25;SI;X;BR;6
D061300683;2;AU;M;30;SI;X;BR;8
D061300684;1;MO;M;SI;SI;X;BR;8
D061300684;2;AU;F;49;HA;X;BR;5
D061300684;1;MO;M;SI;SI;X;BR;8
D061300684;2;AU;F;49;HA;X;BR;5
D061300685;1;AU;M;80;SI;X;BR;7
D061300685;2;AU;M;44;SI;X;BR;5
D061300685;3;CM;M;44;HA;X;BR;5
D061300685;1;AU;M;80;SI;X;BR;7
D061300685;2;AU;M;44;SI;X;BR;5
D061300685;3;CM;M;44;HA;X;BR;5
D061300686;1;MO;M;42;HA;X;BR;8
D061300686;2;AU;M;42;SI;X;BR;5
D061300686;1;MO;M;42;HA;X;BR;8
D061300686;2;AU;M;42;SI;X;BR;5
D061300687;1;MO;M;52;SI;X;BR;8
D061300687;2;AU;M;60;SI;X;BR;5
D061300687;1;MO;M;52;SI;X;BR;8
D061300687;2;AU;M;60;SI;X;BR;5
D061300688;1;AU;F;56;SI;X;BR;5
D061300688;2;MO;M;23;SI;X;BR;5
D061300688;1;AU;F;56;SI;X;BR;5
D061300688;2;MO;M;23;SI;X;BR;5
D061300689;1;MO;M;SI;SI;X;BR;8
D061300689;1;MO;M;SI;SI;X;BR;8
D061300690;1;AU;M;44;SI;X;BR;5
D061300690;2;MO;M;33;SI;X;BR;5
D061300690;1;AU;M;44;SI;X;BR;5
D061300690;2;MO;M;33;SI;X;BR;5
D061300691;1;MO;M;39;SI;X;BR;5
D061300691;1;MO;M;39;SI;X;BR;5
D061300692;1;MO;M;33;HA;X;BR;5
D061300692;2;MO;M;20;SI;X;BR;3
D061300692;1;MO;M;33;HA;X;BR;5
D061300692;2;MO;M;20;SI;X;BR;3
D061300693;1;MO;M;33;SI;X;BR;5
D061300693;1;MO;M;33;SI;X;BR;5
D061300694;1;MO;M;30;SI;X;BR;8
D061300694;2;AU;M;56;SI;X;BR;5
D061300694;3;CM;M;SI;SI;X;BR;8
D061300694;1;MO;M;30;SI;X;BR;8
D061300694;2;AU;M;56;SI;X;BR;5
D061300694;3;CM;M;SI;SI;X;BR;8
D061300695;1;AU;M;22;SI;X;BR;5
D061300695;2;CM;M;41;HA;X;BR;8
D061300695;1;AU;M;22;SI;X;BR;5
D061300695;2;CM;M;41;HA;X;BR;8
D061300696;1;CM;M;63;SI;X;BR;2
D061300696;2;MO;F;41;SI;X;BR;3
D061300696;1;CM;M;63;SI;X;BR;2
D061300696;2;MO;F;41;SI;X;BR;3
D061300697;1;MO;M;26;SI;X;BR;7
D061300697;2;CM;M;30;SI;X;BR;3
D061300697;1;MO;M;26;SI;X;BR;7
D061300697;2;CM;M;30;SI;X;BR;3
D061300698;1;MO;M;26;SI;X;BR;3
D061300698;2;AU;F;24;SI;X;BR;5
D061300698;1;MO;M;26;SI;X;BR;3
D061300698;2;AU;F;24;SI;X;BR;5
D061300699;1;MO;M;33;SI;X;BR;7
D061300699;2;AU;F;32;SI;X;BR;7
D061300699;1;MO;M;33;SI;X;BR;7
D061300699;2;AU;F;32;SI;X;BR;7
D061300700;1;AU;X;SI;SI;X;BR;8
D061300700;1;AU;X;SI;SI;X;BR;8
D061300701;1;AU;M;SI;SI;X;BR;8
D061300701;2;MO;M;30;SI;X;BR;5
D061300701;1;AU;M;SI;SI;X;BR;8
D061300701;2;MO;M;30;SI;X;BR;5
D061300702;1;MO;M;28;SI;X;BR;5
D061300702;2;AU;M;21;SI;X;BR;5
D061300702;3;CA;M;SI;SI;X;BR;8
D061300702;1;MO;M;28;SI;X;BR;5
D061300702;2;AU;M;21;SI;X;BR;5
D061300702;3;CA;M;SI;SI;X;BR;8
D061300703;1;ON;M;38;HA;X;BR;5
D061300703;1;ON;M;38;HA;X;BR;5
D061300704;1;ON;M;53;HA;X;BR;3
D061300704;1;ON;M;53;HA;X;BR;3
D061300705;1;AU;M;21;SI;X;BR;5
D061300705;1;AU;M;21;SI;X;BR;5
D061300706;1;AU;X;SI;SI;X;BR;8
D061300706;1;AU;X;SI;SI;X;BR;8
D061300707;1;MO;M;22;SI;X;BR;3
D061300707;2;AU;M;SI;SI;X;BR;8
D061300707;1;MO;M;22;SI;X;BR;3
D061300707;2;AU;M;SI;SI;X;BR;8
D061300708;1;OU;M;40;HA;X;BR;4
D061300708;1;OU;M;40;HA;X;BR;4
D061300709;1;MO;M;25;SI;X;BR;5
D061300709;1;MO;M;25;SI;X;BR;5
D061300710;1;AU;M;31;SI;X;BR;5
D061300710;1;AU;M;31;SI;X;BR;5
D061300711;1;MO;M;SI;SI;X;BR;8
D061300711;1;MO;M;SI;SI;X;BR;8
D061300712;1;MO;M;34;SI;X;BR;3
D061300712;2;AU;F;54;SI;X;BR;5
D061300712;1;MO;M;34;SI;X;BR;3
D061300712;2;AU;F;54;SI;X;BR;5
D061300713;1;MO;M;30;SI;X;BR;5
D061300713;2;AU;M;35;SI;X;BR;3
D061300713;1;MO;M;30;SI;X;BR;5
D061300713;2;AU;M;35;SI;X;BR;3
D061300714;1;MO;M;28;SI;X;BR;5
D061300714;2;MO;M;42;HA;X;BR;5
D061300714;1;MO;M;28;SI;X;BR;5
D061300714;2;MO;M;42;HA;X;BR;5
D061300715;1;MO;M;21;SI;X;BR;3
D061300715;2;ON;M;38;HA;X;BR;3
D061300715;1;MO;M;21;SI;X;BR;3
D061300715;2;ON;M;38;HA;X;BR;3
D061300716;1;MO;M;36;SI;X;BR;8
D061300716;2;AU;M;33;SI;X;BR;5
D061300716;1;MO;M;36;SI;X;BR;8
D061300716;2;AU;M;33;SI;X;BR;5
D061300717;1;AU;M;36;SI;X;BR;7
D061300717;2;AU;M;35;SI;X;BR;7
D061300717;3;AU;M;39;SI;X;BR;7
D061300717;4;CM;M;25;SI;X;BR;5
D061300717;1;AU;M;36;SI;X;BR;7
D061300717;2;AU;M;35;SI;X;BR;7
D061300717;3;AU;M;39;SI;X;BR;7
D061300717;4;CM;M;25;SI;X;BR;5
D061300718;1;MO;M;27;SI;X;BR;5
D061300718;2;AU;M;66;SI;X;BR;2
D061300718;1;MO;M;27;SI;X;BR;5
D061300718;2;AU;M;66;SI;X;BR;2
D061300719;1;MO;M;29;SI;X;BR;5
D061300719;2;AU;F;64;SI;X;BR;7
D061300719;1;MO;M;29;SI;X;BR;5
D061300719;2;AU;F;64;SI;X;BR;7
D061300720;1;AU;M;23;SI;X;BR;6
D061300720;2;BI;M;38;NE;X;BR;2
D061300720;1;AU;M;23;SI;X;BR;6
D061300720;2;BI;M;38;NE;X;BR;2
D061300721;1;MO;M;61;SI;X;BR;3
D061300721;2;CM;M;51;SI;X;BR;3
D061300721;1;MO;M;61;SI;X;BR;3
D061300721;2;CM;M;51;SI;X;BR;3
D061300722;1;AU;F;25;SI;X;BR;7
D061300722;2;ON;M;30;SI;X;BR;8
D061300722;1;AU;F;25;SI;X;BR;7
D061300722;2;ON;M;30;SI;X;BR;8
D061300723;1;MO;M;30;SI;X;BR;5
D061300723;1;MO;M;30;SI;X;BR;5
D061300724;1;MO;M;30;SI;X;BR;7
D061300724;1;MO;M;30;SI;X;BR;7
D061300725;1;MO;M;24;SI;X;BR;5
D061300725;1;MO;M;24;SI;X;BR;5
D061300726;1;AU;M;39;IN;X;BR;3
D061300726;1;AU;M;39;IN;X;BR;3
D061300727;1;MO;M;26;SI;X;BR;7
D061300727;1;MO;M;26;SI;X;BR;7
D061300728;1;MO;M;33;SI;X;BR;5
D061300728;1;MO;M;33;SI;X;BR;5
D061300729;1;MO;M;30;SI;X;BR;7
D061300729;1;MO;M;30;SI;X;BR;7
D061300730;1;MO;M;25;SI;X;BR;3
D061300730;2;MO;M;27;SI;X;BR;3
D061300730;3;AU;M;76;SI;X;BR;3
D061300730;1;MO;M;25;SI;X;BR;3
D061300730;2;MO;M;27;SI;X;BR;3
D061300730;3;AU;M;76;SI;X;BR;3
D061300731;1;MO;F;37;SI;X;BR;7
D061300731;2;MO;M;29;SI;X;BR;5
D061300731;1;MO;F;37;SI;X;BR;7
D061300731;2;MO;M;29;SI;X;BR;5
D061300732;1;MO;M;24;SI;X;BR;5
D061300732;1;MO;M;24;SI;X;BR;5
D061300733;1;MO;M;57;SI;X;BR;7
D061300733;2;AU;X;SI;SI;X;BR;8
D061300733;1;MO;M;57;SI;X;BR;7
D061300733;2;AU;X;SI;SI;X;BR;8
D061300734;1;MO;M;27;SI;X;BR;7
D061300734;2;AU;X;SI;SI;X;BR;8
D061300734;3;AU;F;35;SI;X;BR;7
D061300734;1;MO;M;27;SI;X;BR;7
D061300734;2;AU;X;SI;SI;X;BR;8
D061300734;3;AU;F;35;SI;X;BR;7
D061300735;1;MO;M;SI;SI;X;BR;8
D061300735;2;AU;F;69;SI;X;BR;5
D061300735;1;MO;M;SI;SI;X;BR;8
D061300735;2;AU;F;69;SI;X;BR;5
D061300736;1;MO;M;27;SI;X;BR;5
D061300736;2;AU;M;38;SI;X;BR;7
D061300736;1;MO;M;27;SI;X;BR;5
D061300736;2;AU;M;38;SI;X;BR;7
D061300737;1;MO;M;30;SI;X;BR;5
D061300737;2;MO;X;SI;SI;X;BR;8
D061300737;1;MO;M;30;SI;X;BR;5
D061300737;2;MO;X;SI;SI;X;BR;8
D061300738;1;AU;M;37;SI;X;BR;7
D061300738;2;CM;M;20;SI;X;BR;6
D061300738;1;AU;M;37;SI;X;BR;7
D061300738;2;CM;M;20;SI;X;BR;6
D061300739;1;MO;M;44;SI;X;BR;3
D061300739;2;AU;M;58;SI;X;BR;5
D061300739;1;MO;M;44;SI;X;BR;3
D061300739;2;AU;M;58;SI;X;BR;5
D061300740;1;MO;M;46;HA;X;BR;2
D061300740;1;MO;M;46;HA;X;BR;2
D061300741;1;AU;F;39;SI;X;BR;7
D061300741;1;AU;F;39;SI;X;BR;7
D061300742;1;MO;X;SI;SI;X;BR;8
D061300742;2;MO;M;23;SI;X;BR;5
D061300742;3;AU;M;37;SI;X;BR;8
D061300742;1;MO;X;SI;SI;X;BR;8
D061300742;2;MO;M;23;SI;X;BR;5
D061300742;3;AU;M;37;SI;X;BR;8
D061300743;1;AU;M;58;SI;X;BR;5
D061300743;2;AU;M;44;SI;X;BR;5
D061300743;1;AU;M;58;SI;X;BR;5
D061300743;2;AU;M;44;SI;X;BR;5
D061300744;1;MO;M;19;HA;X;BR;4
D061300744;1;MO;M;19;HA;X;BR;4
D061300745;1;SI;M;24;SI;X;BR;3
D061300745;1;SI;M;24;SI;X;BR;3
D061300746;1;MO;M;24;SI;X;BR;3
D061300746;2;AU;M;59;SI;X;BR;7
D061300746;1;MO;M;24;SI;X;BR;3
D061300746;2;AU;M;59;SI;X;BR;7
D061300747;1;CA;X;SI;SI;X;BR;8
D061300747;2;CM;M;49;HA;X;BR;5
D061300747;3;AU;M;29;HA;X;BR;7
D061300747;1;CA;X;SI;SI;X;BR;8
D061300747;2;CM;M;49;HA;X;BR;5
D061300747;3;AU;M;29;HA;X;BR;7
D061300748;1;AU;M;SI;SI;X;BR;8
D061300748;2;BI;M;35;NE;X;BR;3
D061300748;1;AU;M;SI;SI;X;BR;8
D061300748;2;BI;M;35;NE;X;BR;3
D061300749;1;SI;X;SI;SI;X;BR;8
D061300749;2;MO;M;25;SI;X;BR;3
D061300749;1;SI;X;SI;SI;X;BR;8
D061300749;2;MO;M;25;SI;X;BR;3
D061300750;1;AU;M;25;HA;X;BR;6
D061300750;1;AU;M;25;HA;X;BR;6
D061300751;1;MO;M;37;SI;X;BR;5
D061300751;1;MO;M;37;SI;X;BR;5
D061300752;1;AU;M;72;HA;X;BR;3
D061300752;1;AU;M;72;HA;X;BR;3
D061300753;1;MO;M;26;SI;X;BR;5
D061300753;2;AU;F;37;SI;X;BR;7
D061300753;1;MO;M;26;SI;X;BR;5
D061300753;2;AU;F;37;SI;X;BR;7
D061300754;1;MO;M;30;SI;X;BR;3
D061300754;2;AU;M;53;SI;X;BR;7
D061300754;1;MO;M;30;SI;X;BR;3
D061300754;2;AU;M;53;SI;X;BR;7
D061300755;1;MO;M;22;SI;X;BR;5
D061300755;1;MO;M;22;SI;X;BR;5
D061300756;1;MO;M;23;SI;X;BR;3
D061300756;2;AU;M;53;SI;X;BR;7
D061300756;1;MO;M;23;SI;X;BR;3
D061300756;2;AU;M;53;SI;X;BR;7
D061300757;1;MO;F;22;SI;X;BR;5
D061300757;1;MO;F;22;SI;X;BR;5
D061300758;1;AU;M;51;SI;X;BR;5
D061300758;2;AU;M;20;SI;X;BR;7
D061300758;3;AU;M;52;SI;X;BR;8
D061300758;4;AU;F;30;SI;X;BR;7
D061300758;1;AU;M;51;SI;X;BR;5
D061300758;2;AU;M;20;SI;X;BR;7
D061300758;3;AU;M;52;SI;X;BR;8
D061300758;4;AU;F;30;SI;X;BR;7
D061300759;1;MO;M;27;SI;X;BR;5
D061300759;2;AU;M;26;SI;X;BR;7
D061300759;1;MO;M;27;SI;X;BR;5
D061300759;2;AU;M;26;SI;X;BR;7
D061300760;1;MO;M;23;SI;X;BR;3
D061300760;2;CA;M;39;SI;X;BR;3
D061300760;1;MO;M;23;SI;X;BR;3
D061300760;2;CA;M;39;SI;X;BR;3
D061300761;1;MO;M;31;SI;X;BR;3
D061300761;2;AU;M;32;SI;X;BR;5
D061300761;1;MO;M;31;SI;X;BR;3
D061300761;2;AU;M;32;SI;X;BR;5
D061300762;1;AU;F;46;SI;X;BR;7
D061300762;2;OU;M;36;HA;X;BR;3
D061300762;1;AU;F;46;SI;X;BR;7
D061300762;2;OU;M;36;HA;X;BR;3
D061300763;1;AU;M;28;SI;X;BR;5
D061300763;2;AU;M;37;SI;X;BR;5
D061300763;3;CA;M;39;SI;X;BR;8
D061300763;1;AU;M;28;SI;X;BR;5
D061300763;2;AU;M;37;SI;X;BR;5
D061300763;3;CA;M;39;SI;X;BR;8
D061300764;1;MO;M;35;SI;X;BR;5
D061300764;2;AU;M;47;SI;X;BR;7
D061300764;1;MO;M;35;SI;X;BR;5
D061300764;2;AU;M;47;SI;X;BR;7
D061300765;1;AU;M;35;SI;X;BR;5
D061300765;2;AU;M;37;SI;X;BR;3
D061300765;3;AU;F;58;SI;X;BR;5
D061300765;4;CM;M;64;SI;X;BR;8
D061300765;5;CA;M;30;SI;X;BR;8
D061300765;1;AU;M;35;SI;X;BR;5
D061300765;2;AU;M;37;SI;X;BR;3
D061300765;3;AU;F;58;SI;X;BR;5
D061300765;4;CM;M;64;SI;X;BR;8
D061300765;5;CA;M;30;SI;X;BR;8
D061300766;1;MO;M;31;SI;X;BR;3
D061300766;1;MO;M;31;SI;X;BR;3
D061300767;1;AU;M;21;SI;X;BR;3
D061300767;1;AU;M;21;SI;X;BR;3
D061300768;1;MO;M;46;SI;X;BR;5
D061300768;2;MO;M;SI;SI;X;BR;8
D061300768;1;MO;M;46;SI;X;BR;5
D061300768;2;MO;M;SI;SI;X;BR;8
D061300769;1;ON;M;SI;HA;X;BR;8
D061300769;1;ON;M;SI;HA;X;BR;8
D061300770;1;AU;F;46;SI;X;BR;5
D061300770;1;AU;F;46;SI;X;BR;5
D061300771;1;MO;M;33;SI;X;BR;5
D061300771;2;AU;M;40;SI;X;BR;3
D061300771;1;MO;M;33;SI;X;BR;5
D061300771;2;AU;M;40;SI;X;BR;3
D061300772;1;AU;X;SI;SI;X;BR;8
D061300772;1;AU;X;SI;SI;X;BR;8
D061300773;1;AU;M;30;IN;X;BR;3
D061300773;2;CM;M;59;SI;X;BR;3
D061300773;1;AU;M;30;IN;X;BR;3
D061300773;2;CM;M;59;SI;X;BR;3
D061300774;1;MO;M;39;SI;X;BR;5
D061300774;2;AU;M;26;SI;X;BR;5
D061300774;1;MO;M;39;SI;X;BR;5
D061300774;2;AU;M;26;SI;X;BR;5
D061300775;1;AU;M;35;SI;X;BR;7
D061300775;1;AU;M;35;SI;X;BR;7
D061300776;1;AU;M;23;HA;X;BR;4
D061300776;1;AU;M;23;HA;X;BR;4
D061300777;1;AU;X;SI;SI;X;BR;8
D061300777;1;AU;X;SI;SI;X;BR;8
D061300778;1;AU;M;24;HA;X;BR;5
D061300778;1;AU;M;24;HA;X;BR;5
D061300779;1;MO;M;SI;SI;X;BR;8
D061300779;2;AU;M;SI;SI;X;BR;8
D061300779;1;MO;M;SI;SI;X;BR;8
D061300779;2;AU;M;SI;SI;X;BR;8
D061300780;1;MO;M;SI;SI;X;BR;8
D061300780;2;AU;F;SI;SI;X;BR;8
D061300780;1;MO;M;SI;SI;X;BR;8
D061300780;2;AU;F;SI;SI;X;BR;8
D061300781;1;MO;M;46;SI;X;BR;7
D061300781;1;MO;M;46;SI;X;BR;7
D061300782;1;CA;M;SI;SI;X;BR;8
D061300782;2;CA;M;44;SI;X;BR;3
D061300782;1;CA;M;SI;SI;X;BR;8
D061300782;2;CA;M;44;SI;X;BR;3
D061300783;1;ON;F;SI;SI;X;BR;8
D061300783;1;ON;F;SI;SI;X;BR;8
D061300784;1;SI;X;SI;SI;X;BR;8
D061300784;1;SI;X;SI;SI;X;BR;8
D061300785;1;MO;M;32;SI;X;BR;5
D061300785;2;AU;M;76;SI;X;BR;3
D061300785;1;MO;M;32;SI;X;BR;5
D061300785;2;AU;M;76;SI;X;BR;3
D061300786;1;MO;M;33;SI;X;BR;6
D061300786;2;AU;M;26;SI;X;BR;7
D061300786;1;MO;M;33;SI;X;BR;6
D061300786;2;AU;M;26;SI;X;BR;7
D061300787;1;MO;M;27;SI;X;BR;5
D061300787;1;MO;M;27;SI;X;BR;5
D061300788;1;MO;M;21;SI;X;BR;3
D061300788;2;AU;F;28;SI;X;BR;3
D061300788;1;MO;M;21;SI;X;BR;3
D061300788;2;AU;F;28;SI;X;BR;3
D061300789;1;MO;M;32;SI;X;BR;6
D061300789;2;AU;F;31;SI;X;BR;7
D061300789;1;MO;M;32;SI;X;BR;6
D061300789;2;AU;F;31;SI;X;BR;7
D061300790;1;MO;M;46;SI;X;BR;3
D061300790;2;CA;F;SI;SI;X;BR;8
D061300790;1;MO;M;46;SI;X;BR;3
D061300790;2;CA;F;SI;SI;X;BR;8
D061300791;1;MO;M;23;IN;X;BR;8
D061300791;1;MO;M;23;IN;X;BR;8
D061300792;1;AU;M;17;IN;X;BR;3
D061300792;1;AU;M;17;IN;X;BR;3
D061300793;1;AU;M;41;SI;X;AA;5
D061300793;2;AU;M;37;SI;X;BR;5
D061300793;1;AU;M;41;SI;X;AA;5
D061300793;2;AU;M;37;SI;X;BR;5
D061300794;1;MO;M;31;SI;X;BR;8
D061300794;1;MO;M;31;SI;X;BR;8
D061300795;1;MO;M;27;SI;X;BR;5
D061300795;2;AU;M;33;SI;X;BR;5
D061300795;1;MO;M;27;SI;X;BR;5
D061300795;2;AU;M;33;SI;X;BR;5
D061300796;1;MO;M;25;SI;X;BR;3
D061300796;2;CM;F;37;SI;X;BR;5
D061300796;1;MO;M;25;SI;X;BR;3
D061300796;2;CM;F;37;SI;X;BR;5
D061300797;1;AU;M;33;SI;X;BR;7
D061300797;2;AU;X;SI;SI;X;BR;8
D061300797;1;AU;M;33;SI;X;BR;7
D061300797;2;AU;X;SI;SI;X;BR;8
D061300798;1;AU;M;41;SI;X;BR;3
D061300798;2;CM;X;SI;SI;X;BR;8
D061300798;1;AU;M;41;SI;X;BR;3
D061300798;2;CM;X;SI;SI;X;BR;8
D061300799;1;ON;M;29;SI;X;BR;3
D061300799;2;MO;M;34;SI;X;BR;3
D061300799;1;ON;M;29;SI;X;BR;3
D061300799;2;MO;M;34;SI;X;BR;3
D061300800;1;AU;F;29;SI;X;BR;3
D061300800;2;AU;M;43;SI;X;BR;3
D061300800;1;AU;F;29;SI;X;BR;3
D061300800;2;AU;M;43;SI;X;BR;3
D061300801;1;MO;M;26;SI;X;BR;4
D061300801;2;AU;M;50;SI;X;BR;5
D061300801;1;MO;M;26;SI;X;BR;4
D061300801;2;AU;M;50;SI;X;BR;5
D061300802;1;AU;M;30;SI;X;BR;5
D061300802;1;AU;M;30;SI;X;BR;5
D061300803;1;MO;M;27;SI;X;BR;3
D061300803;2;AU;F;35;SI;X;BR;8
D061300803;1;MO;M;27;SI;X;BR;3
D061300803;2;AU;F;35;SI;X;BR;8
D061300804;1;MO;M;24;SI;X;BR;5
D061300804;2;AU;M;50;SI;X;BR;7
D061300804;1;MO;M;24;SI;X;BR;5
D061300804;2;AU;M;50;SI;X;BR;7
D061300805;1;MO;M;SI;SI;X;BR;8
D061300805;2;AU;M;29;SI;X;BR;7
D061300805;1;MO;M;SI;SI;X;BR;8
D061300805;2;AU;M;29;SI;X;BR;7
D061300806;1;MO;M;SI;SI;X;BR;8
D061300806;2;AU;F;23;SI;X;BR;5
D061300806;1;MO;M;SI;SI;X;BR;8
D061300806;2;AU;F;23;SI;X;BR;5
D061300807;1;MO;F;25;SI;X;BR;5
D061300807;2;SI;X;SI;SI;X;BR;8
D061300807;1;MO;F;25;SI;X;BR;5
D061300807;2;SI;X;SI;SI;X;BR;8
D061300808;1;AU;M;32;SI;X;AA;5
D061300808;1;AU;M;32;SI;X;AA;5
D061300809;1;MO;M;33;SI;X;BR;5
D061300809;2;AU;M;36;SI;X;BR;5
D061300809;3;AU;F;33;SI;X;BR;7
D061300809;1;MO;M;33;SI;X;BR;5
D061300809;2;AU;M;36;SI;X;BR;5
D061300809;3;AU;F;33;SI;X;BR;7
D061300810;1;AU;M;19;SI;X;BR;5
D061300810;2;MO;F;20;SI;X;BR;4
D061300810;1;AU;M;19;SI;X;BR;5
D061300810;2;MO;F;20;SI;X;BR;4
D061300811;1;MO;M;19;SI;X;BR;5
D061300811;2;AU;F;28;SI;X;BR;7
D061300811;1;MO;M;19;SI;X;BR;5
D061300811;2;AU;F;28;SI;X;BR;7
D061300812;1;MO;M;18;SI;X;BR;3
D061300812;2;MO;X;SI;SI;X;BR;8
D061300812;1;MO;M;18;SI;X;BR;3
D061300812;2;MO;X;SI;SI;X;BR;8
D061300813;1;MO;M;27;SI;X;BR;3
D061300813;2;CM;M;61;SI;X;BR;7
D061300813;1;MO;M;27;SI;X;BR;3
D061300813;2;CM;M;61;SI;X;BR;7
D061300814;1;AU;M;37;SI;X;BR;3
D061300814;2;AU;F;29;SI;X;BR;5
D061300814;1;AU;M;37;SI;X;BR;3
D061300814;2;AU;F;29;SI;X;BR;5
D061300815;1;MO;M;SI;SI;X;BR;8
D061300815;2;CM;F;57;SI;X;BR;7
D061300815;1;MO;M;SI;SI;X;BR;8
D061300815;2;CM;F;57;SI;X;BR;7
D061300816;1;MO;M;19;SI;X;BR;5
D061300816;2;AU;M;56;SI;X;BR;7
D061300816;1;MO;M;19;SI;X;BR;5
D061300816;2;AU;M;56;SI;X;BR;7
D061300817;1;MO;M;21;SI;X;BR;3
D061300817;2;AU;M;37;SI;X;BR;7
D061300817;1;MO;M;21;SI;X;BR;3
D061300817;2;AU;M;37;SI;X;BR;7
D061300818;1;AU;F;30;SI;X;BR;7
D061300818;1;AU;F;30;SI;X;BR;7
D061300819;1;SI;X;SI;SI;X;BR;8
D061300819;1;SI;X;SI;SI;X;BR;8
D061300820;1;AU;M;53;SI;X;BR;7
D061300820;2;AU;F;56;SI;X;BR;7
D061300820;3;AU;M;41;SI;X;SA;8
D061300820;1;AU;M;53;SI;X;BR;7
D061300820;2;AU;F;56;SI;X;BR;7
D061300820;3;AU;M;41;SI;X;SA;8
D061300821;1;MO;M;22;SI;X;BR;5
D061300821;1;MO;M;22;SI;X;BR;5
D061300822;1;MO;M;25;SI;X;BR;5
D061300822;2;AU;M;62;SI;X;BR;5
D061300822;1;MO;M;25;SI;X;BR;5
D061300822;2;AU;M;62;SI;X;BR;5
D061300823;1;SI;X;SI;SI;X;BR;8
D061300823;1;SI;X;SI;SI;X;BR;8
D061300824;1;MO;M;28;SI;X;BR;3
D061300824;1;MO;M;28;SI;X;BR;3
D061300825;1;AU;F;34;SI;X;BR;8
D061300825;2;AU;F;SI;SI;X;BR;8
D061300825;1;AU;F;34;SI;X;BR;8
D061300825;2;AU;F;SI;SI;X;BR;8
D061300826;1;MO;M;18;SI;X;BR;5
D061300826;2;AU;M;18;SI;X;BR;7
D061300826;1;MO;M;18;SI;X;BR;5
D061300826;2;AU;M;18;SI;X;BR;7
D061300827;1;SI;M;31;SI;X;BR;8
D061300827;2;AU;M;53;SI;X;BR;3
D061300827;3;CA;X;SI;SI;X;BR;8
D061300827;1;SI;M;31;SI;X;BR;8
D061300827;2;AU;M;53;SI;X;BR;3
D061300827;3;CA;X;SI;SI;X;BR;8
D061300828;1;AU;M;27;SI;X;BR;5
D061300828;2;AU;M;27;SI;X;BR;5
D061300828;1;AU;M;27;SI;X;BR;5
D061300828;2;AU;M;27;SI;X;BR;5
D061300829;1;MO;M;42;SI;X;BR;3
D061300829;2;MO;X;SI;SI;X;BR;8
D061300829;1;MO;M;42;SI;X;BR;3
D061300829;2;MO;X;SI;SI;X;BR;8
D061300830;1;MO;F;31;SI;X;BR;7
D061300830;1;MO;F;31;SI;X;BR;7
D061300831;1;AU;X;SI;SI;X;BR;8
D061300831;1;AU;X;SI;SI;X;BR;8
D061300832;1;MO;M;24;SI;X;BR;7
D061300832;1;MO;M;24;SI;X;BR;7
D061300833;1;MO;M;26;SI;X;BR;5
D061300833;2;AU;M;42;SI;X;BR;5
D061300833;1;MO;M;26;SI;X;BR;5
D061300833;2;AU;M;42;SI;X;BR;5
D061300834;1;AU;F;34;SI;X;BR;7
D061300834;1;AU;F;34;SI;X;BR;7
D061300835;1;MO;M;27;HA;X;BR;3
D061300835;2;MO;M;26;HA;X;BR;3
D061300835;1;MO;M;27;HA;X;BR;3
D061300835;2;MO;M;26;HA;X;BR;3
D061300836;1;MO;M;24;SI;X;BR;2
D061300836;2;AU;F;60;SI;X;BR;7
D061300836;1;MO;M;24;SI;X;BR;2
D061300836;2;AU;F;60;SI;X;BR;7
D061300837;1;OU;M;43;HA;X;BR;8
D061300837;2;CA;M;39;SI;X;BR;8
D061300837;1;OU;M;43;HA;X;BR;8
D061300837;2;CA;M;39;SI;X;BR;8
D061300838;1;MO;M;28;SI;X;BR;5
D061300838;2;AU;M;24;SI;X;BR;5
D061300838;1;MO;M;28;SI;X;BR;5
D061300838;2;AU;M;24;SI;X;BR;5
D061300839;1;AU;F;23;SI;X;BR;7
D061300839;2;MO;M;55;SI;X;BR;3
D061300839;1;AU;F;23;SI;X;BR;7
D061300839;2;MO;M;55;SI;X;BR;3
D061300840;1;CA;X;SI;SI;X;BR;8
D061300840;1;CA;X;SI;SI;X;BR;8
D061300841;1;MO;M;31;SI;X;BR;3
D061300841;1;MO;M;31;SI;X;BR;3
D061300842;1;MO;M;25;SI;X;BR;2
D061300842;2;CA;M;34;SI;X;BR;3
D061300842;1;MO;M;25;SI;X;BR;2
D061300842;2;CA;M;34;SI;X;BR;3
D061300843;1;CM;M;33;SI;X;AA;7
D061300843;2;SI;X;SI;SI;X;BR;8
D061300843;1;CM;M;33;SI;X;AA;7
D061300843;2;SI;X;SI;SI;X;BR;8
D061300844;1;AU;M;16;IN;X;BR;3
D061300844;2;ON;M;25;SI;X;BR;3
D061300844;3;AU;M;59;SI;X;BR;7
D061300844;1;AU;M;16;IN;X;BR;3
