id_acidente;id_veiculo;tipo_veiculo;sexo_condutor;idade_condutor;categoria_habilitacao;usa_cinto_seguranca;estado_alcoolizacao;escolaridade
D041301747;2;CA;M;34;SI;X;BR;3
D041301748;1;CM;M;43;SI;X;BR;5
D041301749;1;AU;M;SI;SI;X;BR;8
D041301750;1;AU;M;46;SI;X;BR;3
D041301750;2;MO;M;26;SI;X;BR;5
D041301750;3;MO;M;31;SI;X;BR;5
D041301751;1;AU;M;22;SI;X;BR;6
D041301752;1;SI;X;SI;SI;X;BR;8
D041301753;1;MO;M;24;HA;X;BR;3
D041301753;2;AU;M;18;HA;X;BR;5
D041301754;1;MO;M;40;SI;X;BR;3
D041301754;2;AU;M;30;SI;X;BR;5
D041301755;1;AU;M;29;SI;X;BR;8
D041301756;1;CO;M;44;SI;X;BR;6
D041301756;2;AU;M;21;SI;X;BR;5
D041301757;1;MO;F;37;SI;X;BR;7
D041301757;2;AU;M;26;IN;X;BR;7
D041301758;1;MO;X;SI;SI;X;BR;8
D041301759;1;AU;F;28;SI;X;BR;7
D041301759;2;AU;M;30;SI;X;BR;7
D041301760;1;MO;M;31;SI;X;BR;8
D041301760;2;AU;M;66;SI;X;BR;7
D041301761;1;AU;M;31;IN;X;BR;1
D041301762;1;AU;M;49;SI;X;BR;8
D041301763;1;MO;M;54;SI;X;BR;3
D041301764;1;MO;M;22;SI;X;BR;3
D041301765;1;MO;M;20;SI;X;BR;3
D041301766;1;AU;F;50;SI;X;BR;8
D041301767;1;MO;M;22;SI;X;BR;3
D041301767;2;AU;M;60;SI;X;BR;3
D041301767;3;ON;M;43;HA;X;BR;2
D041301768;1;MO;M;24;SI;X;AA;5
D041301768;2;AU;M;34;SI;X;AA;3
D041301769;1;ON;M;29;HA;X;BR;8
D041301770;1;AU;X;SI;SI;X;BR;8
D041301771;1;MO;M;17;IN;X;BR;3
D041301772;1;CM;M;46;IN;X;BR;3
D041301773;1;AU;M;30;SI;X;SA;2
D041301773;2;MC;M;41;SI;X;BR;8
D041301774;1;ON;M;57;HA;X;BR;3
D041301775;1;AU;X;SI;SI;X;BR;8
D041301776;1;MO;M;39;HA;X;SA;5
D041301776;2;AU;M;49;HA;X;BR;5
D041301777;1;AU;X;SI;SI;X;BR;8
D041301778;1;MO;M;35;SI;X;BR;3
D041301778;2;AU;M;36;SI;X;BR;5
D041301779;1;MO;M;18;SI;X;BR;5
D041301780;1;AU;M;36;SI;X;BR;3
D041301781;1;AU;M;43;SI;X;BR;7
D041301781;2;MO;M;47;SI;X;BR;8
D041301782;1;MO;F;20;SI;X;BR;6
D041301782;2;AU;M;50;SI;X;BR;5
D041301783;1;CA;M;22;SI;X;BR;3
D041301783;2;AU;M;52;SI;X;BR;2
D041301784;1;AU;M;22;SI;X;BR;5
D041301784;2;CM;M;32;SI;X;BR;5
D041301785;1;AU;M;35;SI;X;BR;3
D041301786;1;MC;M;55;SI;X;BR;3
D041301786;2;ON;M;25;SI;X;BR;4
D041301786;3;BI;M;28;NE;X;BR;4
D041301787;1;AU;M;52;SI;X;BR;3
D041301787;2;MO;M;24;SI;X;BR;5
D041301788;1;AU;M;40;SI;X;BR;3
D041301788;2;AU;F;SI;SI;X;BR;8
D041301789;1;MO;M;39;SI;X;BR;8
D041301790;1;MO;M;17;IN;X;BR;4
D041301791;1;MO;M;31;IN;X;AA;3
D041301791;2;MO;M;47;SI;X;BR;2
D041301792;1;MO;M;40;SI;X;BR;5
D041301792;2;AU;M;24;SI;X;BR;3
D041301793;1;MO;M;38;SI;X;BR;3
D041301793;2;MO;M;37;SI;X;BR;5
D041301794;1;MO;M;21;IN;X;BR;3
D041301794;2;AU;M;41;SI;X;BR;3
D041301795;1;MO;M;32;SI;X;BR;5
D041301795;2;AU;M;59;SI;X;BR;3
D041301796;1;MO;M;22;SI;X;BR;5
D041301796;2;CM;M;35;IN;X;BR;3
D041301796;3;CM;M;46;SI;X;BR;8
D041301797;1;MO;M;39;SI;X;BR;3
D041301797;2;AU;F;37;SI;X;BR;8
D041301798;1;MO;M;40;SI;X;BR;5
D041301798;2;ON;M;44;SI;X;BR;3
D041301799;1;MO;F;SI;SI;X;BR;8
D041301800;1;MO;M;32;HA;X;BR;3
D041301800;2;AU;F;36;HA;X;BR;5
D041301801;1;AU;M;44;SI;X;BR;3
D041301802;1;MO;M;22;SI;X;BR;5
D041301802;2;MO;M;28;SI;X;BR;3
D041301803;1;AU;M;37;SI;X;BR;3
D041301803;2;CM;M;50;SI;X;BR;3
D041301804;1;MO;M;29;SI;X;BR;5
D041301804;2;AU;F;SI;SI;X;BR;8
D041301805;1;MO;M;29;HA;X;BR;5
D041301806;1;MO;M;28;SI;X;BR;5
D041301806;2;OU;M;47;HA;X;BR;3
D041301808;1;AU;F;27;SI;X;BR;5
D041301809;1;MO;M;36;SI;X;BR;3
D041301810;1;MO;M;19;SI;X;BR;3
D041301810;2;CA;M;46;SI;X;BR;3
D041301811;1;MO;M;35;HA;X;BR;5
D041301811;2;MO;F;SI;SI;X;BR;8
D041301812;1;MO;M;22;SI;X;BR;8
D041301812;2;AU;F;21;HA;X;BR;8
D041301813;1;AU;F;33;SI;X;BR;5
D041301813;2;AU;M;33;SI;X;BR;4
D041301813;3;AU;M;35;SI;X;BR;5
D041301814;1;AU;F;SI;SI;X;BR;8
D041301814;2;MO;F;38;SI;X;BR;3
D041301815;1;AU;F;27;HA;X;BR;3
D041301816;1;AU;M;57;SI;X;SA;5
D041301817;1;MO;M;51;SI;X;BR;3
D041301818;1;AU;M;27;HA;X;BR;5
D041301818;2;MO;M;40;HA;X;BR;3
D041301819;1;MO;M;42;SI;X;BR;5
D041301820;1;CM;M;SI;SI;X;BR;8
D041301820;2;AU;M;51;SI;X;BR;2
D041301821;1;MO;F;23;SI;X;BR;7
D041301822;1;ON;X;SI;SI;X;BR;8
D041301823;1;AU;M;21;SI;X;BR;3
D041301823;2;MO;M;20;SI;X;BR;3
D041301824;1;AU;M;28;SI;X;BR;5
D041301824;2;MO;M;18;IN;X;BR;3
D041301825;1;SI;X;SI;SI;X;BR;8
D041301825;2;MO;M;32;SI;X;BR;3
D041301826;1;AU;M;20;IN;X;BR;3
D041301826;2;MO;M;44;SI;X;BR;3
D041301827;1;AU;M;35;SI;X;BR;5
D041301827;2;MO;M;37;SI;X;BR;5
D041301828;1;AU;F;35;SI;X;BR;8
D041301828;2;MO;M;22;SI;X;BR;7
D041301829;1;MO;M;29;SI;X;BR;5
D041301830;1;AU;M;23;SI;X;BR;5
D041301831;1;AU;M;56;SI;X;BR;3
D041301831;2;MO;M;30;SI;X;BR;5
D041301832;1;AU;M;19;IN;X;BR;5
D041301832;2;AU;M;19;IN;X;BR;5
D041301833;1;AU;M;68;SI;X;BR;7
D041301833;2;MO;M;48;SI;X;BR;5
D041301834;1;SI;X;SI;SI;X;BR;8
D041301835;1;AU;F;21;SI;X;BR;5
D041301836;1;SI;X;SI;SI;X;BR;8
D041301837;1;AU;M;50;SI;X;BR;5
D041301837;2;MO;M;31;SI;X;BR;5
D041301838;1;OU;M;65;HA;X;BR;3
D041301839;1;AU;F;42;SI;X;BR;7
D041301839;2;AU;X;SI;SI;X;BR;8
D041301840;1;MO;M;SI;SI;X;BR;8
D041301841;1;AU;M;61;SI;X;BR;7
D041301841;2;MO;M;35;SI;X;BR;8
D041301842;1;AU;M;SI;SI;X;BR;8
D041301843;1;MC;F;30;HA;X;BR;5
D041301844;1;MO;M;48;SI;X;BR;3
D041301844;2;AU;M;41;HA;X;BR;3
D041301845;1;MO;M;28;HA;X;BR;5
D041301845;2;MC;M;30;HA;X;BR;5
D041301846;1;MO;M;19;SI;X;BR;5
D041301846;2;AU;M;27;SI;X;BR;6
D041301847;1;MO;M;38;SI;X;BR;5
D041301847;2;AU;M;34;SI;X;BR;7
D041301848;1;MO;M;27;SI;X;BR;5
D041301848;2;MO;M;SI;SI;X;BR;8
D041301849;1;MO;M;20;SI;X;BR;5
D041301850;1;MO;M;33;SI;X;BR;5
D041301851;1;AU;F;61;SI;X;BR;5
D041301851;2;AU;F;33;SI;X;BR;7
D041301852;1;MO;M;SI;SI;X;BR;8
D041301853;1;AU;M;27;SI;X;BR;5
D041301853;2;CM;M;25;SI;X;BR;3
D041301854;1;AU;M;24;SI;X;BR;3
D041301854;2;AU;F;46;SI;X;BR;5
D041301855;1;MO;M;24;SI;X;BR;6
D041301855;2;AU;F;37;SI;X;BR;3
D041301856;1;MO;M;24;SI;X;BR;5
D041301857;1;MO;M;16;IN;X;BR;3
D041301857;2;AU;M;24;SI;X;BR;5
D041301858;1;AU;F;34;SI;X;BR;6
D041301859;1;AU;M;25;SI;X;BR;5
D041301859;2;AU;M;58;SI;X;BR;3
D041301860;1;AU;F;58;HA;X;BR;5
D041301860;2;VA;M;SI;SI;X;BR;8
D041301861;1;AU;M;71;SI;X;BR;3
D041301862;1;AU;F;38;SI;X;BR;7
D041301862;2;ON;M;63;HA;X;BR;5
D041301863;1;MO;M;30;HA;X;BR;5
D041301863;2;AU;M;46;HA;X;BR;3
D041301863;3;AU;M;56;HA;X;BR;2
D041301864;1;AU;M;32;SI;X;BR;5
D041301864;2;AU;F;42;SI;X;BR;5
D041301866;1;AU;M;21;SI;X;BR;5
D041301866;2;AU;M;23;SI;X;BR;5
D041301866;3;AU;M;54;SI;X;BR;7
D041301867;1;MO;M;22;SI;X;BR;5
D041301867;2;AU;M;66;SI;X;BR;3
D041301868;1;MO;F;39;SI;X;BR;5
D041301868;2;AU;M;50;SI;X;BR;3
D041301869;1;AU;M;SI;SI;X;BR;8
D041301870;1;ON;M;24;HA;X;BR;5
D041301871;1;MO;M;30;SI;X;BR;5
D041301871;2;AU;X;SI;SI;X;BR;8
D041301872;1;MO;M;20;SI;X;BR;8
D041301872;2;AU;M;31;SI;X;BR;5
D041301873;1;AU;M;43;HA;X;BR;3
D041301874;1;MO;M;34;SI;X;BR;7
D041301874;2;AU;M;37;SI;X;BR;5
D041301875;1;MO;M;28;SI;X;BR;5
D041301875;2;AU;M;56;SI;X;BR;3
D041301876;1;MO;M;18;SI;X;BR;5
D041301877;1;MO;M;21;SI;X;BR;5
D041301877;2;OU;M;30;HA;X;BR;4
D041301878;1;MO;M;54;HA;X;BR;5
D041301878;2;AU;F;57;HA;X;BR;5
D041301879;1;AU;M;31;SI;X;BR;2
D041301880;1;AU;F;37;SI;X;BR;7
D041301881;1;AU;M;21;SI;X;BR;5
D041301881;2;BI;M;33;NE;X;BR;2
D041301882;1;MO;M;16;IN;X;BR;2
D041301883;1;AU;M;40;SI;X;BR;2
D041301883;2;AU;M;40;SI;X;BR;2
D041301884;1;AU;M;51;SI;X;BR;7
D041301885;1;AU;M;25;IN;X;BR;3
D041301885;2;AU;M;23;SI;X;BR;5
D041301886;1;AU;M;SI;SI;X;BR;8
D041301887;1;MO;M;33;SI;X;BR;7
D041301887;2;AU;F;SI;SI;X;BR;8
D041301888;1;MC;X;SI;SI;X;BR;8
D041301889;1;MO;M;20;SI;X;BR;5
D041301889;2;AU;M;79;SI;X;BR;3
D041301890;1;AU;M;62;SI;X;BR;3
D041301891;1;CA;M;46;SI;X;BR;3
D041301891;2;BI;M;11;NE;X;BR;1
D041301892;1;AU;M;34;SI;X;BR;5
D041301893;1;AU;X;SI;SI;X;BR;8
D041301893;2;ON;M;34;SI;X;BR;3
D041301894;1;MO;M;43;SI;X;BR;6
D041301895;1;AU;F;43;SI;X;BR;7
D041301895;2;MO;X;SI;SI;X;BR;8
D041301896;1;MO;X;SI;SI;X;BR;8
D041301897;1;MO;M;36;SI;X;BR;5
D041301897;2;AU;M;47;SI;X;BR;3
D041301898;1;MO;M;48;SI;X;BR;3
D041301898;2;AU;M;56;SI;X;BR;2
D041301899;1;MO;M;38;SI;X;BR;5
D041301899;2;AU;M;28;SI;X;BR;7
D041301900;1;AU;M;33;SI;X;BR;2
D041301900;2;MO;M;21;IN;X;BR;5
D041301901;1;AU;M;39;SI;X;BR;5
D041301902;1;MC;M;27;SI;X;BR;5
D041301903;1;MO;M;20;SI;X;BR;2
D041301904;1;CM;M;36;IN;X;BR;3
D041301904;2;MO;M;43;HA;X;BR;5
D041301905;1;AU;M;39;SI;X;AA;3
D041301906;1;MO;M;31;SI;X;BR;5
D041301906;2;SI;X;SI;SI;X;BR;8
D041301907;1;AU;M;40;SI;X;BR;3
D041301907;2;MO;M;28;SI;X;BR;6
D041301908;1;OU;M;41;SI;X;BR;3
D041301909;1;AU;M;34;SI;X;BR;5
D041301909;2;MO;M;18;SI;X;BR;3
D041301910;1;AU;M;21;SI;X;BR;5
D041301910;2;AU;M;43;SI;X;BR;8
D041301911;1;AU;M;32;SI;X;BR;5
D041301911;2;AU;M;33;SI;X;BR;3
D041301912;1;MO;M;19;SI;X;BR;5
D041301912;2;AU;M;34;SI;X;BR;8
D041301913;1;MO;M;21;SI;X;BR;3
D041301913;2;CM;M;29;SI;X;BR;2
D041301914;1;OT;M;69;HA;X;BR;3
D041301915;1;CA;M;35;HA;X;BR;2
D041301916;1;MO;M;23;SI;X;BR;3
D041301916;2;AU;M;59;SI;X;BR;8
D041301917;1;MO;M;34;SI;X;BR;5
D041301917;2;AU;F;59;SI;X;BR;8
D041301918;1;MO;M;26;SI;X;BR;5
D041301918;2;AU;M;23;SI;X;BR;5
D041301919;1;CM;M;32;SI;X;BR;3
D041301919;2;OU;M;39;HA;X;BR;3
D041301919;3;MO;M;36;SI;X;BR;8
D041301920;1;ON;M;53;HA;X;BR;3
D041301920;2;BI;M;18;NE;X;BR;3
D041301921;1;MO;M;29;HA;X;BR;5
D041301922;1;MO;M;25;SI;X;BR;5
D041301922;2;AU;F;32;SI;X;BR;7
D041301923;1;AU;F;42;SI;X;BR;5
D041301923;2;AU;M;27;SI;X;BR;5
D041301924;1;MO;M;29;SI;X;BR;7
D041301924;2;AU;F;36;SI;X;BR;7
D041301925;1;MO;M;30;HA;X;BR;3
D041301925;2;CM;M;29;SI;X;BR;5
D041301926;1;AU;M;46;SI;X;BR;2
D041301926;2;MO;M;16;IN;X;BR;3
D041301927;1;AU;F;39;SI;X;BR;7
D041301927;2;MO;M;19;SI;X;BR;3
D041301930;1;MO;M;49;HA;X;BR;3
D041301931;1;AU;M;26;SI;X;BR;7
D041301931;2;AU;M;SI;SI;X;BR;8
D041301932;1;MO;M;21;SI;X;BR;5
D041301932;2;AU;M;59;SI;X;BR;2
D041301933;1;MO;M;22;HA;X;BR;3
D041301933;2;CM;M;64;HA;X;BR;2
D041301934;1;MO;M;18;SI;X;BR;3
D041301935;1;ON;X;SI;SI;X;BR;8
D041301936;1;CA;M;31;SI;X;BR;4
D041301936;2;AU;M;22;SI;X;BR;3
D041301937;1;AU;M;24;SI;X;BR;5
D041301937;2;AU;M;23;SI;X;BR;5
D041301937;3;AU;M;21;SI;X;BR;5
D041301938;1;AU;X;SI;SI;X;BR;8
D041301938;2;AU;M;48;SI;X;BR;5
D041301939;1;MO;M;38;HA;X;BR;5
D041301939;2;CM;M;31;HA;X;BR;3
D041301940;1;MO;M;38;HA;X;BR;5
D041301941;1;MO;M;39;SI;X;BR;5
D041301941;2;AU;M;46;SI;X;BR;7
D041301942;1;MO;M;19;SI;X;BR;3
D041301942;2;MO;M;16;IN;X;BR;3
D041301943;1;AU;M;20;IN;X;BR;3
D041301944;1;AU;M;43;SI;X;BR;8
D041301944;2;MO;M;14;IN;X;BR;3
D041301945;1;AU;M;33;SI;X;BR;4
D041301945;2;OU;M;56;HA;X;BR;5
D041301946;1;SI;X;SI;SI;X;BR;8
D041301947;1;MC;M;31;SI;X;BR;5
D041301948;1;AU;F;37;SI;X;BR;5
D041301948;2;MO;M;34;SI;X;BR;5
D041301949;1;MO;M;37;SI;X;BR;5
D041301950;1;OU;M;35;SI;X;BR;5
D041301950;2;AU;F;22;SI;X;BR;5
D041301951;1;CM;M;61;SI;X;BR;3
D041301951;2;AU;M;52;SI;X;BR;5
D041301951;3;AU;M;23;SI;X;BR;3
D041301952;1;AU;M;22;SI;X;BR;5
D041301952;2;MO;F;22;SI;X;BR;3
D041301954;1;MO;X;SI;SI;X;BR;8
D041301955;1;AU;M;25;SI;X;BR;3
D041301955;2;AU;M;28;SI;X;BR;3
D041301956;1;AU;M;SI;SI;X;BR;8
D041301956;2;MO;M;36;SI;X;BR;5
D041301957;1;AU;M;41;SI;X;BR;7
D041301957;2;MO;M;20;SI;X;BR;5
D041301958;1;AU;M;68;SI;X;BR;3
D041301958;2;MO;X;SI;SI;X;BR;8
D041301959;1;MO;M;37;SI;X;BR;5
D041301960;1;SI;X;SI;SI;X;BR;8
D041301961;1;SI;X;SI;SI;X;BR;8
D041301962;1;MC;M;58;SI;X;BR;5
D041301962;2;BI;M;18;NE;X;BR;8
D041301963;1;AU;X;SI;SI;X;BR;8
D041301963;2;MO;M;23;SI;X;BR;5
D041301964;1;AU;M;33;SI;X;BR;5
D041301965;1;AU;M;47;SI;X;BR;3
D041301965;2;MO;M;23;SI;X;BR;5
D041301966;1;AU;M;43;SI;X;BR;7
D041301967;1;MO;M;30;SI;X;BR;5
D041301968;1;MO;M;33;HA;X;BR;3
D041301968;2;CM;M;63;HA;X;BR;2
D041301969;1;AU;M;28;HA;X;BR;5
D041301970;1;MO;M;30;SI;X;BR;6
D041301970;2;AU;M;39;SI;X;BR;7
D041301971;1;MO;M;31;HA;X;BR;7
D041301971;2;SI;X;SI;SI;X;BR;8
D041301972;1;AU;F;33;SI;X;BR;7
D041301972;2;MO;M;34;HA;X;BR;8
D041301973;1;AU;M;22;HA;X;BR;5
D041301973;2;MO;M;26;HA;X;BR;8
D041301974;1;AU;F;53;SI;X;BR;7
D041301974;2;ON;M;47;SI;X;BR;5
D041301975;1;AU;M;21;SI;X;BR;5
D041301975;2;AU;M;50;IN;X;BR;8
D041301976;1;AU;M;18;IN;X;BR;3
D041301976;2;MC;M;36;SI;X;BR;5
D041301977;1;CM;M;77;SI;X;BR;3
D041301977;2;AU;M;20;IN;X;BR;3
D041301978;1;MC;F;29;HA;X;BR;5
D041301978;2;MC;M;42;HA;X;BR;2
D041301979;1;SI;X;SI;SI;X;BR;8
D041301979;2;BI;M;30;NE;X;BR;3
D041301980;1;AU;M;33;IN;X;BR;2
D041301981;1;CM;M;26;SI;X;BR;3
D041301982;1;OU;M;SI;SI;X;BR;8
D041301983;1;MO;M;24;SI;X;BR;4
D041301983;2;AU;M;41;SI;X;BR;5
D041301984;1;CM;X;SI;SI;X;BR;8
D041301985;1;AU;M;22;HA;X;BR;5
D041301986;1;MO;M;33;HA;X;BR;5
D041301986;2;CM;M;39;HA;X;BR;7
D041301987;1;SI;M;SI;SI;X;BR;1
D041301988;1;MO;M;27;SI;X;BR;3
D041301989;1;MO;M;41;SI;X;BR;3
D041301990;1;MO;M;22;SI;X;BR;5
D041301990;2;AU;X;SI;SI;X;BR;3
D041301991;1;CM;M;53;SI;X;BR;5
D041301991;2;BI;M;13;NE;X;BR;3
D041301992;1;OU;M;30;HA;X;BR;3
D041301992;2;BI;F;SI;NE;X;BR;8
D041301993;1;AU;M;46;IN;X;BR;3
D041301993;2;AU;M;26;SI;X;BR;5
D041301994;1;MO;M;29;SI;X;BR;3
D041301995;1;AU;M;27;SI;X;BR;3
D041301995;2;MO;M;21;SI;X;BR;3
D041301996;1;MO;M;25;SI;X;BR;3
D041301996;2;AU;X;SI;SI;X;BR;8
D041301997;1;MO;M;33;SI;X;BR;2
D041301997;2;MC;F;56;SI;X;BR;5
D041301998;1;MC;X;SI;SI;X;BR;8
D041301999;1;SI;M;52;SI;X;BR;3
D041301999;2;MO;M;SI;SI;X;BR;1
D041302000;1;AU;F;58;HA;X;BR;5
D041302001;1;OU;M;SI;SI;X;BR;8
D041302002;1;AU;F;27;HA;X;BR;5
D041302003;1;ON;M;SI;SI;X;BR;8
D041302004;1;MO;X;SI;SI;X;BR;8
D041302005;1;MC;M;29;SI;X;BR;5
D041302006;1;AU;F;38;SI;X;BR;5
D041302006;2;AU;M;43;SI;X;BR;5
D041302007;1;MO;M;22;IN;X;BR;5
D041302007;2;AU;M;22;SI;X;BR;5
D041302008;1;MO;M;20;SI;X;BR;3
D041302008;2;AU;F;SI;SI;X;BR;8
D041302009;1;MC;M;26;SI;X;BR;5
D041302010;1;MO;M;43;SI;X;BR;3
D041302010;2;CM;M;53;SI;X;BR;3
D041302011;1;MO;M;40;SI;X;BR;5
D041302011;2;AU;M;SI;SI;X;BR;8
D041302012;1;MO;M;33;SI;X;BR;8
D041302012;2;AU;F;20;SI;X;BR;5
D041302013;1;MO;M;31;SI;X;BR;5
D041302014;1;ON;M;54;SI;X;BR;5
D041302015;1;MO;M;58;SI;X;BR;3
D041302015;2;AU;X;SI;SI;X;BR;8
D041302016;1;MO;M;47;HA;X;BR;3
D041302016;2;AU;F;52;HA;X;BR;7
D041302017;1;MO;M;31;SI;X;BR;5
D041302017;2;SI;X;SI;SI;X;BR;8
D041302018;1;AU;M;27;IN;X;BR;3
D041302019;1;MO;M;37;SI;X;BR;3
D041302019;2;AU;M;41;SI;X;BR;3
D041302020;1;MO;M;21;IN;X;BR;2
D041302020;2;AU;M;39;SI;X;BR;6
D041302021;1;MO;M;50;SI;X;BR;4
D041302021;2;CM;M;73;SI;X;BR;3
D041302022;1;MO;M;22;SI;X;BR;5
D041302022;2;ON;M;40;SI;X;BR;8
D041302023;1;AU;M;SI;SI;X;BR;8
D041302024;1;AU;M;30;SI;X;BR;7
D041302024;2;AU;M;51;SI;X;AA;5
D041302025;1;AU;M;73;SI;X;BR;2
D041302026;1;CM;M;19;IN;X;BR;3
D041302027;1;MO;M;49;SI;X;BR;2
D041302027;2;AU;M;67;SI;X;BR;8
D041302028;1;AU;M;33;IN;X;BR;3
D041302028;2;AU;M;33;SI;X;BR;7
D041302029;1;MO;M;31;IN;X;BR;3
D041302029;2;AU;M;49;SI;X;BR;5
D041302029;3;ON;M;50;SI;X;BR;8
D041302030;1;MO;M;22;SI;X;BR;5
D041302030;2;AU;F;37;SI;X;BR;3
D041302031;1;MO;M;SI;SI;X;BR;8
D041302031;2;VA;M;54;HA;X;BR;5
D041302032;1;OU;M;SI;SI;X;BR;8
D041302033;1;MO;M;23;IN;X;BR;8
D041302034;1;MO;M;24;SI;X;BR;5
D041302034;2;AU;M;34;HA;X;BR;7
D041302035;1;AU;F;21;SI;X;BR;3
D041302036;1;MO;M;17;IN;X;BR;3
D041302036;2;MC;M;30;SI;X;BR;3
D041302037;1;MO;M;32;SI;X;BR;6
D041302038;1;MO;M;33;HA;X;BR;5
D041302038;2;AU;M;20;HA;X;BR;3
D041302039;1;MO;M;34;HA;X;BR;3
D041302040;1;AU;M;46;SI;X;BR;5
D041302040;2;AU;M;40;SI;X;BR;3
D041302041;1;AU;M;59;SI;X;BR;2
D041302043;1;MO;M;20;SI;X;BR;8
D041302043;2;AU;M;37;SI;X;BR;8
D041302044;1;AU;X;SI;SI;X;BR;8
D041302045;1;MO;M;23;HA;X;BR;3
D041302045;2;AU;M;56;HA;X;BR;8
D041302046;1;AU;X;SI;SI;X;BR;8
D041302047;1;SI;X;SI;SI;X;BR;8
D041302047;2;SI;X;SI;SI;X;BR;8
D041302048;1;MO;M;21;SI;X;BR;3
D041302048;2;AU;M;58;SI;X;BR;3
D041302049;1;ON;M;54;SI;X;BR;2
D041302050;1;MO;M;24;SI;X;BR;3
D041302051;1;MO;M;35;SI;X;BR;5
D041302051;2;AU;M;40;SI;X;BR;5
D041302052;1;AU;M;28;HA;X;BR;5
D041302053;1;AU;F;35;HA;X;AA;3
D041302053;2;CA;M;46;SI;X;BR;5
D041302054;1;AU;M;66;SI;X;BR;3
D041302054;2;AU;M;59;SI;X;BR;3
D041302055;1;AU;X;SI;SI;X;BR;8
D041302055;2;BI;M;16;NE;X;BR;2
D041302056;1;MO;M;27;SI;X;BR;5
D041302057;1;MO;M;28;SI;X;BR;5
D041302058;1;SI;X;SI;SI;X;BR;8
D041302059;1;MO;F;46;SI;X;BR;8
D041302059;2;ON;M;55;SI;X;BR;3
D041302059;3;CA;M;64;SI;X;BR;2
D041302060;1;MO;M;25;SI;X;BR;5
D041302060;2;CM;F;42;SI;X;BR;5
D041302061;1;MO;M;23;SI;X;BR;6
D041302061;2;CM;M;40;IN;X;BR;3
D041302062;1;AU;M;25;SI;X;BR;5
D041302063;1;CM;M;33;SI;X;BR;5
D041302064;1;AU;M;65;SI;X;BR;2
D041302064;2;AU;M;SI;SI;X;BR;8
D041302065;1;AU;M;23;SI;X;BR;5
D041302065;2;MO;M;28;IN;X;BR;3
D041302066;1;MO;M;18;SI;X;BR;3
D041302067;1;AU;M;44;HA;X;BR;2
D041302067;2;MO;M;23;HA;X;BR;5
D041302068;1;AU;M;SI;SI;X;BR;8
D041302069;1;AU;M;SI;SI;X;BR;8
D041302069;2;OU;M;47;HA;X;BR;5
D041302070;1;ON;M;43;HA;X;BR;3
D041302070;2;CM;M;43;HA;X;BR;5
D041302071;1;AU;M;30;SI;X;BR;7
D041302072;1;AU;F;41;SI;X;BR;7
D041302072;2;AU;M;31;SI;X;BR;2
D041302073;1;MO;M;20;SI;X;BR;5
D041302073;2;AU;M;31;SI;X;BR;3
D041302074;1;SI;X;SI;SI;X;BR;8
D041302075;1;CA;M;47;SI;X;BR;5
D041302075;2;MO;M;28;SI;X;BR;3
D041302076;1;AU;M;40;SI;X;BR;3
D041302076;2;MO;M;21;SI;X;BR;3
D041302077;1;AU;F;33;SI;X;BR;5
D041302077;2;AU;M;33;SI;X;BR;5
D041302078;1;MO;M;22;SI;X;BR;8
D041302078;2;AU;X;SI;SI;X;BR;8
D041302079;1;SI;M;29;SI;X;BR;8
D041302080;1;CM;X;SI;SI;X;BR;8
D041302081;1;AU;M;43;SI;X;BR;5
D041302081;2;MO;M;47;SI;X;BR;5
D041302082;1;MO;M;23;SI;X;BR;5
D041302082;2;MO;X;SI;SI;X;BR;8
D041302083;1;ON;M;67;SI;X;BR;5
D041302084;1;OU;M;53;HA;X;BR;3
D041302084;2;MO;M;38;SI;X;BR;5
D041302085;1;AU;M;56;SI;X;BR;3
D041302085;2;MO;M;22;SI;X;BR;3
D041302086;1;SI;M;SI;SI;X;BR;8
D041302087;1;MO;M;28;SI;X;BR;5
D041302088;1;SI;X;SI;SI;X;BR;8
D041302089;1;SI;M;48;SI;X;BR;5
D041302090;1;AU;F;39;HA;X;BR;5
D041302090;2;MO;F;46;HA;X;BR;5
D041302091;1;CM;F;36;SI;X;BR;5
D041302091;2;CM;F;41;SI;X;BR;5
D041302091;3;AU;M;49;SI;X;BR;5
D041302092;1;AU;F;20;SI;X;BR;5
D041302093;1;AU;M;21;HA;X;BR;3
D041302093;2;MO;M;31;HA;X;BR;3
D041302094;1;AU;M;39;IN;X;BR;7
D041302095;1;ON;M;44;SI;X;BR;5
D041302096;1;ON;X;SI;SI;X;BR;8
D041302098;1;OU;M;37;SI;X;BR;3
D041302099;1;MO;M;29;HA;X;BR;5
D041302099;2;AU;M;51;HA;X;BR;2
D041302100;1;MO;M;45;SI;X;BR;3
D041302100;2;AU;M;28;SI;X;BR;5
D041302101;1;MO;M;28;HA;X;BR;8
D041302101;2;AU;F;27;HA;X;BR;7
D041302102;1;MO;M;20;IN;X;BR;3
D041302102;2;AU;M;61;SI;X;BR;5
D041302103;1;AU;F;28;SI;X;BR;5
D041302104;1;AU;F;SI;SI;X;BR;8
D041302105;1;AU;M;50;IN;X;BR;3
D041302106;1;MO;M;24;SI;X;BR;5
D041302106;2;SI;X;SI;SI;X;BR;8
D041302107;1;AU;F;36;SI;X;BR;3
D041302108;1;MO;F;SI;SI;X;BR;8
D041302109;1;AU;F;31;SI;X;BR;7
D041302110;1;SI;X;SI;SI;X;BR;8
