id_acidente;id_vitima;id_veiculo;sexo;idade;tipo_vitima;classificacao;tipo_veiculo;estado_alcoolizacao;escolaridade;data_obito
D061301089;1;1;M;19;CD;F;MO;BR;3;          
D061301089;2;1;M;19;PS;F;MO;BR;5;          
D061301089;1;1;M;19;CD;F;MO;BR;3;          
D061301089;2;1;M;19;PS;F;MO;BR;5;          
D061301090;1;1;F;36;PD;F;AU;BR;8;          
D061301090;1;1;F;36;PD;F;AU;BR;8;          
D061301091;1;1;M;49;CD;F;MO;BR;7;          
D061301091;1;1;M;49;CD;F;MO;BR;7;          
D061301092;1;2;F;14;CD;F;BI;BR;3;          
D061301092;2;2;F;13;PS;F;BI;BR;3;          
D061301092;1;2;F;14;CD;F;BI;BR;3;          
D061301092;2;2;F;13;PS;F;BI;BR;3;          
D061301093;1;2;F;SI;CD;F;MO;BR;8;          
D061301093;1;2;F;SI;CD;F;MO;BR;8;          
D061301094;1;1;M;25;CD;F;MO;BR;7;          
D061301094;1;1;M;25;CD;F;MO;BR;7;          
D061301095;1;1;F;24;CD;F;MO;BR;5;          
D061301095;1;1;F;24;CD;F;MO;BR;5;          
D061301096;1;1;M;29;CD;F;AU;BR;5;          
D061301096;2;2;F;29;PS;F;AU;BR;5;          
D061301096;1;1;M;29;CD;F;AU;BR;5;          
D061301096;2;2;F;29;PS;F;AU;BR;5;          
D061301097;1;1;F;21;PS;F;AU;BR;8;          
D061301097;1;1;F;21;PS;F;AU;BR;8;          
D061301098;1;2;F;41;PS;F;AU;BR;5;          
D061301098;1;2;F;41;PS;F;AU;BR;5;          
D061301099;1;1;M;29;CD;F;MO;BR;3;          
D061301099;1;1;M;29;CD;F;MO;BR;3;          
D061301100;1;1;F;19;PD;F;ON;BR;8;          
D061301100;1;1;F;19;PD;F;ON;BR;8;          
D061301101;1;1;F;18;PS;F;MO;BR;8;          
D061301101;1;1;F;18;PS;F;MO;BR;8;          
D061301102;1;1;F;64;PD;F;MO;BR;5;          
D061301102;1;1;F;64;PD;F;MO;BR;5;          
D061301103;1;1;F;48;CD;F;MO;BR;7;          
D061301103;1;1;F;48;CD;F;MO;BR;7;          
D061301104;1;2;F;40;PS;F;AU;BR;3;          
D061301104;1;2;F;40;PS;F;AU;BR;3;          
D061301105;1;1;F;23;CD;F;MO;BR;8;          
D061301105;1;1;F;23;CD;F;MO;BR;8;          
D061301106;1;1;M;40;CD;F;MO;BR;8;          
D061301106;2;1;F;33;PS;F;MO;BR;7;          
D061301106;1;1;M;40;CD;F;MO;BR;8;          
D061301106;2;1;F;33;PS;F;MO;BR;7;          
D061301107;1;1;M;23;CD;F;AU;BR;5;          
D061301107;2;1;M;26;PS;F;AU;BR;8;          
D061301107;1;1;M;23;CD;F;AU;BR;5;          
D061301107;2;1;M;26;PS;F;AU;BR;8;          
D061301108;1;1;F;62;CD;F;AU;BR;8;          
D061301108;1;1;F;62;CD;F;AU;BR;8;          
D061301109;1;1;F;32;PS;F;OU;BR;3;          
D061301109;2;1;F;68;PS;F;OU;BR;3;          
D061301109;1;1;F;32;PS;F;OU;BR;3;          
D061301109;2;1;F;68;PS;F;OU;BR;3;          
D061301110;1;1;M;83;PD;F;ON;BR;5;          
D061301110;1;1;M;83;PD;F;ON;BR;5;          
D061301111;1;2;M;22;CD;F;AU;BR;5;          
D061301111;1;2;M;22;CD;F;AU;BR;5;          
D061301112;1;1;M;19;CD;F;MO;BR;8;          
D061301112;2;1;M;29;PS;F;MO;BR;8;          
D061301112;1;1;M;19;CD;F;MO;BR;8;          
D061301112;2;1;M;29;PS;F;MO;BR;8;          
D061301113;1;1;M;19;PD;F;CA;BR;5;          
D061301113;1;1;M;19;PD;F;CA;BR;5;          
D061301114;1;1;M;39;CD;F;MO;BR;7;          
D061301114;1;1;M;39;CD;F;MO;BR;7;          
D061301115;1;1;M;23;CD;F;MO;BR;3;          
D061301115;2;1;F;15;PS;F;MO;BR;3;          
D061301115;1;1;M;23;CD;F;MO;BR;3;          
D061301115;2;1;F;15;PS;F;MO;BR;3;          
D061301116;1;1;M;47;CD;F;MO;BR;5;          
D061301116;1;1;M;47;CD;F;MO;BR;5;          
D061301117;1;1;F;72;PS;F;AU;BR;2;          
D061301117;1;1;F;72;PS;F;AU;BR;2;          
D061301118;1;1;F;31;PS;F;ON;BR;3;          
D061301118;1;1;F;31;PS;F;ON;BR;3;          
D061301119;1;1;M;40;CD;F;MO;BR;7;          
D061301119;1;1;M;40;CD;F;MO;BR;7;          
D061301120;1;1;M;26;CD;F;MO;BR;5;          
D061301120;2;1;F;16;PS;F;MO;BR;3;          
D061301120;1;1;M;26;CD;F;MO;BR;5;          
D061301120;2;1;F;16;PS;F;MO;BR;3;          
D061301121;1;1;M;29;CD;F;MO;BR;4;          
D061301121;1;1;M;29;CD;F;MO;BR;4;          
D061301122;1;1;F;21;PS;F;MC;BR;5;          
D061301122;2;1;M;8;PS;F;MC;BR;2;          
D061301122;1;1;F;21;PS;F;MC;BR;5;          
D061301122;2;1;M;8;PS;F;MC;BR;2;          
D061301123;1;1;F;38;PD;F;MC;BR;5;          
D061301123;1;1;F;38;PD;F;MC;BR;5;          
D061301124;1;1;M;28;CD;F;MO;BR;4;          
D061301124;1;1;M;28;CD;F;MO;BR;4;          
D061301125;1;1;M;21;CD;F;MO;BR;3;          
D061301125;1;1;M;21;CD;F;MO;BR;3;          
D061301126;1;1;F;SI;PD;F;CM;BR;8;          
D061301126;1;1;F;SI;PD;F;CM;BR;8;          
D061301127;1;1;M;25;CD;F;MO;BR;6;          
D061301127;1;1;M;25;CD;F;MO;BR;6;          
D061301128;1;1;F;23;CD;F;MO;BR;3;          
D061301128;2;1;F;24;PD;F;MO;BR;3;          
D061301128;1;1;F;23;CD;F;MO;BR;3;          
D061301128;2;1;F;24;PD;F;MO;BR;3;          
D061301129;1;1;F;19;CD;F;AU;BR;3;          
D061301129;1;1;F;19;CD;F;AU;BR;3;          
D061301130;1;1;F;15;PS;F;MO;BR;3;          
D061301130;1;1;F;15;PS;F;MO;BR;3;          
D061301131;1;1;F;SI;PS;F;ON;BR;8;          
D061301131;2;1;F;13;PS;F;ON;BR;2;          
D061301131;3;1;F;29;PS;F;ON;BR;7;          
D061301131;1;1;F;SI;PS;F;ON;BR;8;          
D061301131;2;1;F;13;PS;F;ON;BR;2;          
D061301131;3;1;F;29;PS;F;ON;BR;7;          
D061301132;1;1;F;77;PD;F;CM;BR;8;          
D061301132;1;1;F;77;PD;F;CM;BR;8;          
D061301133;1;1;M;SI;CD;F;MO;BR;8;          
D061301133;1;1;M;SI;CD;F;MO;BR;8;          
D061301134;1;1;M;30;CD;F;MO;BR;5;          
D061301134;1;1;M;30;CD;F;MO;BR;5;          
D061301135;1;1;M;19;CD;F;MO;BR;3;          
D061301135;1;1;M;19;CD;F;MO;BR;3;          
D061301136;1;1;M;11;PD;F;AU;BR;2;          
D061301136;1;1;M;11;PD;F;AU;BR;2;          
D061301137;1;1;M;43;PD;F;MO;BR;3;          
D061301137;1;1;M;43;PD;F;MO;BR;3;          
D061301138;1;1;F;7;PD;F;MC;BR;2;          
D061301138;1;1;F;7;PD;F;MC;BR;2;          
D061301139;1;1;M;16;CD;F;MO;BR;2;          
D061301139;1;1;M;16;CD;F;MO;BR;2;          
D061301140;1;1;F;59;PD;F;AU;BR;3;          
D061301140;2;1;F;35;PD;F;AU;BR;3;          
D061301140;3;1;F;39;PD;F;AU;BR;8;          
D061301140;4;1;M;0;PD;F;AU;BR;1;          
D061301140;1;1;F;59;PD;F;AU;BR;3;          
D061301140;2;1;F;35;PD;F;AU;BR;3;          
D061301140;3;1;F;39;PD;F;AU;BR;8;          
D061301140;4;1;M;0;PD;F;AU;BR;1;          
D061301141;1;1;M;18;CD;F;MO;BR;3;          
D061301141;2;1;M;18;PS;F;MO;BR;3;          
D061301141;1;1;M;18;CD;F;MO;BR;3;          
D061301141;2;1;M;18;PS;F;MO;BR;3;          
D061301142;1;1;F;14;PS;F;MO;BR;3;          
D061301142;1;1;F;14;PS;F;MO;BR;3;          
D061301143;1;1;M;25;CD;F;MO;BR;5;          
D061301143;1;1;M;25;CD;F;MO;BR;5;          
D061301144;1;1;M;16;CD;F;MO;BR;2;          
D061301144;1;1;M;16;CD;F;MO;BR;2;          
D061301145;1;1;M;24;CD;F;MO;BR;6;          
D061301145;1;1;M;24;CD;F;MO;BR;6;          
D061301146;1;1;M;26;CD;F;MO;BR;3;          
D061301146;2;1;F;26;PS;F;MO;BR;3;          
D061301146;1;1;M;26;CD;F;MO;BR;3;          
D061301146;2;1;F;26;PS;F;MO;BR;3;          
D061301147;1;1;M;29;CD;F;MO;BR;4;          
D061301147;1;1;M;29;CD;F;MO;BR;4;          
D061301148;1;1;M;50;CD;F;AU;AA;7;          
D061301148;1;1;M;50;CD;F;AU;AA;7;          
D061301149;1;1;M;36;CD;F;MO;BR;3;          
D061301149;1;1;M;36;CD;F;MO;BR;3;          
D061301150;1;1;M;31;CD;F;MO;BR;5;          
D061301150;1;1;M;31;CD;F;MO;BR;5;          
D061301151;1;1;M;42;CD;F;MO;BR;5;          
D061301151;1;1;M;42;CD;F;MO;BR;5;          
D061301152;1;1;M;21;CD;F;MO;BR;3;          
D061301152;1;1;M;21;CD;F;MO;BR;3;          
D061301153;1;1;F;35;PD;F;AU;BR;7;          
D061301153;1;1;F;35;PD;F;AU;BR;7;          
D061301154;1;1;M;26;PD;F;AU;BR;8;          
D061301154;1;1;M;26;PD;F;AU;BR;8;          
D061301155;1;1;M;86;PD;F;MO;BR;8;          
D061301155;1;1;M;86;PD;F;MO;BR;8;          
D061301156;1;1;M;41;CD;F;MO;BR;5;          
D061301156;1;1;M;41;CD;F;MO;BR;5;          
D061301157;1;1;F;90;PD;F;MO;BR;8;          
D061301157;2;1;F;68;PD;F;MO;BR;5;          
D061301157;1;1;F;90;PD;F;MO;BR;8;          
D061301157;2;1;F;68;PD;F;MO;BR;5;          
D061301158;1;2;M;36;CD;F;AU;BR;5;          
D061301158;1;2;M;36;CD;F;AU;BR;5;          
D061301159;1;1;M;24;CD;F;MO;BR;5;          
D061301159;1;1;M;24;CD;F;MO;BR;5;          
D061301160;1;1;M;36;CD;F;MO;BR;3;          
D061301160;2;1;M;25;PS;F;MO;BR;5;          
D061301160;1;1;M;36;CD;F;MO;BR;3;          
D061301160;2;1;M;25;PS;F;MO;BR;5;          
D061301161;1;2;M;32;CD;F;MO;BR;3;          
D061301161;1;2;M;32;CD;F;MO;BR;3;          
D061301162;1;2;M;65;CD;F;AU;BR;3;          
D061301162;2;2;F;53;PS;F;AU;BR;8;          
D061301162;1;2;M;65;CD;F;AU;BR;3;          
D061301162;2;2;F;53;PS;F;AU;BR;8;          
D061301163;1;1;F;66;PD;F;MO;BR;8;          
D061301163;1;1;F;66;PD;F;MO;BR;8;          
D061301164;1;1;M;30;CD;F;MO;BR;8;          
D061301164;1;1;M;30;CD;F;MO;BR;8;          
D061301165;1;1;M;36;PD;F;MO;BR;7;          
D061301165;1;1;M;36;PD;F;MO;BR;7;          
D061301166;1;1;M;34;CD;F;MO;BR;5;          
D061301166;1;1;M;34;CD;F;MO;BR;5;          
D061301167;1;1;M;15;CD;F;BI;BR;7;          
D061301167;1;1;M;15;CD;F;BI;BR;7;          
D061301168;1;1;M;24;CD;F;MO;BR;5;          
D061301168;2;2;M;23;CD;F;MO;BR;3;          
D061301168;1;1;M;24;CD;F;MO;BR;5;          
D061301168;2;2;M;23;CD;F;MO;BR;3;          
D061301169;1;2;M;45;CD;F;MO;BR;3;          
D061301169;1;2;M;45;CD;F;MO;BR;3;          
D061301170;1;1;M;22;CD;F;MO;BR;3;          
D061301170;1;1;M;22;CD;F;MO;BR;3;          
D061301171;1;1;M;67;PD;F;AU;BR;5;          
D061301171;1;1;M;67;PD;F;AU;BR;5;          
D061301172;1;1;M;45;CD;F;MO;BR;5;          
D061301172;1;1;M;45;CD;F;MO;BR;5;          
D061301173;1;2;M;70;CD;F;AU;BR;3;          
D061301173;1;2;M;70;CD;F;AU;BR;3;          
D061301174;1;2;M;17;CD;F;MO;BR;3;          
D061301174;1;2;M;17;CD;F;MO;BR;3;          
D061301175;1;1;M;35;PD;F;CM;BR;8;          
D061301175;1;1;M;35;PD;F;CM;BR;8;          
D061301176;1;1;M;SI;PD;F;AU;BR;8;          
D061301176;1;1;M;SI;PD;F;AU;BR;8;          
D061301177;1;2;M;19;CD;F;MO;BR;5;          
D061301177;1;2;M;19;CD;F;MO;BR;5;          
D061301178;1;2;M;48;CD;F;BI;BR;3;          
D061301178;1;2;M;48;CD;F;BI;BR;3;          
D061301179;1;2;M;41;CD;F;BI;BR;3;          
D061301179;1;2;M;41;CD;F;BI;BR;3;          
D061301180;1;1;M;32;CD;F;AU;BR;5;          
D061301180;1;1;M;32;CD;F;AU;BR;5;          
D061301181;1;1;F;42;CD;F;AU;BR;5;          
D061301181;1;1;F;42;CD;F;AU;BR;5;          
D061301182;1;1;M;21;CD;F;MO;BR;3;          
D061301182;1;1;M;21;CD;F;MO;BR;3;          
D061301183;1;2;F;28;CD;F;AU;BR;7;          
D061301183;2;2;F;1;PS;F;AU;BR;8;          
D061301183;3;2;F;33;PS;F;AU;BR;5;          
D061301183;4;2;F;12;PS;F;AU;BR;8;          
D061301183;1;2;F;28;CD;F;AU;BR;7;          
D061301183;2;2;F;1;PS;F;AU;BR;8;          
D061301183;3;2;F;33;PS;F;AU;BR;5;          
D061301183;4;2;F;12;PS;F;AU;BR;8;          
D061301184;1;1;F;40;PS;F;MO;BR;5;          
D061301184;1;1;F;40;PS;F;MO;BR;5;          
D061301185;1;2;M;46;CD;F;AU;BR;7;          
D061301185;2;2;F;15;PS;F;AU;BR;5;          
D061301185;3;3;M;36;CD;F;AU;BR;5;          
D061301185;1;2;M;46;CD;F;AU;BR;7;          
D061301185;2;2;F;15;PS;F;AU;BR;5;          
D061301185;3;3;M;36;CD;F;AU;BR;5;          
D061301186;1;1;F;26;PD;F;SI;BR;3;          
D061301186;1;1;F;26;PD;F;SI;BR;3;          
D061301187;1;2;M;30;CD;F;MO;BR;3;          
D061301187;1;2;M;30;CD;F;MO;BR;3;          
D061301188;1;2;M;23;CD;F;MO;BR;3;          
D061301188;1;2;M;23;CD;F;MO;BR;3;          
D061301189;1;1;M;55;PD;F;AU;BR;3;          
D061301189;1;1;M;55;PD;F;AU;BR;3;          
D061301190;1;2;M;24;CD;F;MO;BR;8;          
D061301190;1;2;M;24;CD;F;MO;BR;8;          
D061301191;1;1;F;43;PD;F;MO;BR;3;          
D061301191;1;1;F;43;PD;F;MO;BR;3;          
D061301192;1;1;M;63;CD;F;AU;BR;3;          
D061301192;1;1;M;63;CD;F;AU;BR;3;          
D061301193;1;1;M;37;CD;F;MO;BR;3;          
D061301193;1;1;M;37;CD;F;MO;BR;3;          
D061301194;1;1;F;19;PD;F;ON;BR;5;          
D061301194;1;1;F;19;PD;F;ON;BR;5;          
D061301195;1;1;F;19;SI;F;SI;BR;8;          
D061301195;2;1;M;25;SI;F;SI;BR;5;          
D061301195;3;1;M;21;SI;F;SI;BR;3;          
D061301195;4;1;F;18;PS;F;SI;BR;3;          
D061301195;1;1;F;19;SI;F;SI;BR;8;          
D061301195;2;1;M;25;SI;F;SI;BR;5;          
D061301195;3;1;M;21;SI;F;SI;BR;3;          
D061301195;4;1;F;18;PS;F;SI;BR;3;          
D061301196;1;1;M;6;PD;F;MO;BR;1;          
D061301196;1;1;M;6;PD;F;MO;BR;1;          
D061301197;1;1;M;24;CD;F;MO;BR;3;          
D061301197;1;1;M;24;CD;F;MO;BR;3;          
D061301198;1;1;M;30;CD;F;MO;BR;5;          
D061301198;1;1;M;30;CD;F;MO;BR;5;          
D061301199;1;1;M;18;CD;F;MO;BR;3;          
D061301199;1;1;M;18;CD;F;MO;BR;3;          
D061301200;1;1;M;28;CD;F;MO;BR;5;          
D061301200;2;1;M;28;PS;F;MO;BR;5;          
D061301200;1;1;M;28;CD;F;MO;BR;5;          
D061301200;2;1;M;28;PS;F;MO;BR;5;          
D061301201;1;2;M;55;PD;F;AU;BR;3;          
D061301201;1;2;M;55;PD;F;AU;BR;3;          
D061301202;1;1;M;64;PD;F;ON;BR;5;          
D061301202;1;1;M;64;PD;F;ON;BR;5;          
D061301203;1;1;M;34;CD;F;AU;BR;3;          
D061301203;2;1;M;13;PD;F;AU;BR;8;          
D061301203;3;2;M;65;CD;F;CM;BR;3;          
D061301203;4;2;F;36;PS;F;CM;BR;3;          
D061301203;6;2;F;13;PS;F;CM;BR;2;          
D061301203;1;1;M;34;CD;F;AU;BR;3;          
D061301203;2;1;M;13;PD;F;AU;BR;8;          
D061301203;3;2;M;65;CD;F;CM;BR;3;          
D061301203;4;2;F;36;PS;F;CM;BR;3;          
D061301203;6;2;F;13;PS;F;CM;BR;2;          
D061301204;1;1;F;70;PD;F;SI;BR;3;          
D061301204;1;1;F;70;PD;F;SI;BR;3;          
D061301205;1;1;M;21;PS;F;MO;BR;3;          
D061301205;1;1;M;21;PS;F;MO;BR;3;          
D061301206;1;1;M;36;CD;F;MO;BR;5;          
D061301206;1;1;M;36;CD;F;MO;BR;5;          
D061301207;1;1;M;40;CD;F;MO;BR;3;          
D061301207;1;1;M;40;CD;F;MO;BR;3;          
D061301208;1;1;M;53;PD;F;AU;BR;3;          
D061301208;1;1;M;53;PD;F;AU;BR;3;          
D061301209;1;1;F;59;CD;F;AU;BR;3;          
D061301209;2;2;M;24;CD;F;AU;BR;3;          
D061301209;1;1;F;59;CD;F;AU;BR;3;          
D061301209;2;2;M;24;CD;F;AU;BR;3;          
D061301210;1;2;M;37;CD;F;BI;BR;8;          
D061301210;1;2;M;37;CD;F;BI;BR;8;          
D061301211;1;1;M;34;CD;F;MO;BR;5;          
D061301211;1;1;M;34;CD;F;MO;BR;5;          
D061301212;1;1;F;24;PS;F;AU;BR;5;          
D061301212;1;1;F;24;PS;F;AU;BR;5;          
D061301213;1;1;M;36;CD;F;MO;BR;8;          
D061301213;1;1;M;36;CD;F;MO;BR;8;          
D061301214;1;1;M;37;PD;F;CA;BR;1;          
D061301214;1;1;M;37;PD;F;CA;BR;1;          
D061301215;1;1;F;31;PS;F;MO;BR;5;          
D061301215;1;1;F;31;PS;F;MO;BR;5;          
D061301216;1;1;M;34;CD;F;AU;BR;7;          
D061301216;2;1;M;27;PS;F;AU;BR;5;          
D061301216;3;1;M;70;PS;F;AU;BR;3;          
D061301216;4;2;M;34;CD;F;AU;BR;3;          
D061301216;5;2;M;44;PS;F;AU;BR;3;          
D061301216;6;2;M;52;PS;F;AU;BR;8;          
D061301216;1;1;M;34;CD;F;AU;BR;7;          
D061301216;2;1;M;27;PS;F;AU;BR;5;          
D061301216;3;1;M;70;PS;F;AU;BR;3;          
D061301216;4;2;M;34;CD;F;AU;BR;3;          
D061301216;5;2;M;44;PS;F;AU;BR;3;          
D061301216;6;2;M;52;PS;F;AU;BR;8;          
D061301217;1;1;M;27;CD;F;AU;BR;5;          
D061301217;1;1;M;27;CD;F;AU;BR;5;          
D061301218;1;1;M;41;CD;F;MO;BR;8;          
D061301218;1;1;M;41;CD;F;MO;BR;8;          
D061301219;1;1;M;13;PD;F;AU;BR;3;          
D061301219;1;1;M;13;PD;F;AU;BR;3;          
D061301220;1;2;M;17;CD;F;BI;BR;5;          
D061301220;1;2;M;17;CD;F;BI;BR;5;          
D061301221;1;1;M;28;CD;F;MO;BR;5;          
D061301221;1;1;M;28;CD;F;MO;BR;5;          
D061301222;1;1;F;41;CD;F;MO;BR;7;          
D061301222;1;1;F;41;CD;F;MO;BR;7;          
D061301223;1;1;M;28;PS;F;MO;BR;6;          
D061301223;1;1;M;28;PS;F;MO;BR;6;          
D061301224;1;2;M;63;CD;F;AU;BR;3;          
D061301224;1;2;M;63;CD;F;AU;BR;3;          
D061301225;1;1;M;20;CD;F;MO;BR;4;          
D061301225;2;1;F;18;PS;F;MO;BR;5;          
D061301225;1;1;M;20;CD;F;MO;BR;4;          
D061301225;2;1;F;18;PS;F;MO;BR;5;          
D061301226;1;1;F;36;CD;F;AU;BR;3;          
D061301226;1;1;F;36;CD;F;AU;BR;3;          
D061301227;1;1;M;35;PS;F;AU;BR;3;          
D061301227;1;1;M;35;PS;F;AU;BR;3;          
D061301228;1;1;F;20;CD;F;MO;BR;5;          
D061301228;1;1;F;20;CD;F;MO;BR;5;          
D061301229;1;2;M;24;PS;F;MO;BR;5;          
D061301229;1;2;M;24;PS;F;MO;BR;5;          
D061301230;1;1;M;33;PD;F;AU;BR;3;          
D061301230;1;1;M;33;PD;F;AU;BR;3;          
D061301231;1;1;M;40;CD;F;MO;SA;5;          
D061301231;1;1;M;40;CD;F;MO;SA;5;          
D061301232;1;1;M;25;CD;F;MO;BR;8;          
D061301232;1;1;M;25;CD;F;MO;BR;8;          
D061301233;1;1;M;31;CD;F;MO;BR;3;          
D061301233;2;1;F;33;PS;F;MO;BR;5;          
D061301233;1;1;M;31;CD;F;MO;BR;3;          
D061301233;2;1;F;33;PS;F;MO;BR;5;          
D061301234;1;1;F;27;PS;F;MO;BR;5;          
D061301234;1;1;F;27;PS;F;MO;BR;5;          
D061301235;1;1;M;58;PD;F;CM;BR;3;          
D061301235;1;1;M;58;PD;F;CM;BR;3;          
D061301236;1;1;F;52;PD;F;MO;BR;3;          
D061301236;1;1;F;52;PD;F;MO;BR;3;          
D061301237;1;1;M;34;PS;F;ON;BR;3;          
D061301237;1;1;M;34;PS;F;ON;BR;3;          
D061301238;1;2;M;32;CD;F;MO;BR;5;          
D061301238;2;2;F;30;PS;F;MO;BR;7;          
D061301238;1;2;M;32;CD;F;MO;BR;5;          
D061301238;2;2;F;30;PS;F;MO;BR;7;          
D061301239;1;1;M;20;CD;F;MO;BR;8;          
D061301239;1;1;M;20;CD;F;MO;BR;8;          
D061301240;1;1;F;49;PS;F;OU;BR;3;          
D061301240;1;1;F;49;PS;F;OU;BR;3;          
D061301241;1;1;F;SI;PS;F;ON;BR;8;          
D061301241;1;1;F;SI;PS;F;ON;BR;8;          
D061301242;1;1;F;32;PS;F;MO;BR;5;          
D061301242;1;1;F;32;PS;F;MO;BR;5;          
D061301243;1;1;M;30;CD;F;AU;BR;8;          
D061301243;2;1;F;28;PS;F;AU;BR;3;          
D061301243;1;1;M;30;CD;F;AU;BR;8;          
D061301243;2;1;F;28;PS;F;AU;BR;3;          
D061301244;1;2;M;26;CD;F;AU;BR;5;          
D061301244;2;3;M;40;CD;F;AU;BR;7;          
D061301244;3;4;M;27;CD;F;AU;BR;5;          
D061301244;4;5;M;54;CD;F;AU;BR;7;          
D061301244;1;2;M;26;CD;F;AU;BR;5;          
D061301244;2;3;M;40;CD;F;AU;BR;7;          
D061301244;3;4;M;27;CD;F;AU;BR;5;          
D061301244;4;5;M;54;CD;F;AU;BR;7;          
D061301245;1;1;F;27;PS;F;AU;BR;3;          
D061301245;1;1;F;27;PS;F;AU;BR;3;          
D061301246;1;1;M;11;PD;F;AU;BR;3;          
D061301246;1;1;M;11;PD;F;AU;BR;3;          
D061301247;1;1;M;44;CD;F;MO;BR;3;          
D061301247;1;1;M;44;CD;F;MO;BR;3;          
D061301248;1;1;M;56;PD;F;AU;BR;3;          
D061301248;1;1;M;56;PD;F;AU;BR;3;          
D061301249;1;1;M;43;CD;F;MO;BR;5;          
D061301249;1;1;M;43;CD;F;MO;BR;5;          
D061301250;1;1;M;25;CD;F;MO;BR;3;          
D061301250;1;1;M;25;CD;F;MO;BR;3;          
D061301251;1;1;M;28;CD;F;AU;BR;5;          
D061301251;1;1;M;28;CD;F;AU;BR;5;          
D061301252;1;2;M;36;CD;F;MO;BR;7;          
D061301252;1;2;M;36;CD;F;MO;BR;7;          
D061301253;1;1;M;50;CD;F;MO;BR;3;          
D061301253;1;1;M;50;CD;F;MO;BR;3;          
D061301254;1;1;M;40;PD;F;CA;BR;3;          
D061301254;1;1;M;40;PD;F;CA;BR;3;          
D061301255;1;1;M;89;PD;F;MO;BR;3;          
D061301255;1;1;M;89;PD;F;MO;BR;3;          
D061301256;1;1;M;62;PS;F;AU;BR;8;          
D061301256;1;1;M;62;PS;F;AU;BR;8;          
D061301257;1;2;M;18;CD;F;BI;BR;4;          
D061301257;1;2;M;18;CD;F;BI;BR;4;          
D061301258;1;1;X;SI;CD;F;MO;BR;8;          
D061301258;2;1;M;38;PD;F;MO;BR;6;          
D061301258;1;1;X;SI;CD;F;MO;BR;8;          
D061301258;2;1;M;38;PD;F;MO;BR;6;          
D061301259;1;1;M;23;CD;F;MO;BR;5;          
D061301259;1;1;M;23;CD;F;MO;BR;5;          
D061301260;1;2;M;32;CD;F;MO;BR;7;          
D061301260;1;2;M;32;CD;F;MO;BR;7;          
D061301261;1;1;M;24;CD;F;MO;BR;8;          
D061301261;1;1;M;24;CD;F;MO;BR;8;          
D061301262;1;1;F;24;PS;F;MO;BR;4;          
D061301262;1;1;F;24;PS;F;MO;BR;4;          
D061301263;1;1;M;30;CD;F;MO;BR;5;          
D061301263;1;1;M;30;CD;F;MO;BR;5;          
D061301264;1;1;M;38;CD;F;MO;BR;4;          
D061301264;1;1;M;38;CD;F;MO;BR;4;          
D061301265;1;1;M;32;CD;F;MO;BR;5;          
D061301265;1;1;M;32;CD;F;MO;BR;5;          
D061301267;1;1;M;26;CD;F;AU;BR;5;          
D061301267;1;1;M;26;CD;F;AU;BR;5;          
D061301268;1;1;F;50;PS;F;MC;BR;5;          
D061301268;1;1;F;50;PS;F;MC;BR;5;          
D061301269;1;1;M;24;CD;F;AU;BR;5;          
D061301269;2;1;M;38;PS;F;AU;BR;5;          
D061301269;3;1;M;37;PS;F;AU;BR;5;          
D061301269;1;1;M;24;CD;F;AU;BR;5;          
D061301269;2;1;M;38;PS;F;AU;BR;5;          
D061301269;3;1;M;37;PS;F;AU;BR;5;          
D061301270;1;1;M;4;PD;F;AU;BR;2;          
D061301270;1;1;M;4;PD;F;AU;BR;2;          
D061301271;1;1;M;24;PD;F;AU;BR;3;          
D061301271;1;1;M;24;PD;F;AU;BR;3;          
D061301272;1;1;M;33;CD;F;MO;BR;3;          
D061301272;1;1;M;33;CD;F;MO;BR;3;          
D061301273;1;1;F;19;PS;F;MO;BR;3;          
D061301273;1;1;F;19;PS;F;MO;BR;3;          
D061301274;1;3;F;25;PS;F;MO;BR;5;          
D061301274;1;3;F;25;PS;F;MO;BR;5;          
D061301275;1;1;F;57;PS;F;MC;BR;3;          
D061301275;1;1;F;57;PS;F;MC;BR;3;          
D061301276;1;1;M;44;CD;F;AU;BR;2;          
D061301276;1;1;M;44;CD;F;AU;BR;2;          
D061301277;1;1;M;41;CD;F;MO;BR;3;          
D061301277;2;1;M;22;PS;F;MO;BR;3;          
D061301277;1;1;M;41;CD;F;MO;BR;3;          
D061301277;2;1;M;22;PS;F;MO;BR;3;          
D061301278;1;1;F;29;PS;F;MO;BR;8;          
D061301278;1;1;F;29;PS;F;MO;BR;8;          
D061301279;1;1;M;73;CD;F;CM;BR;5;          
D061301279;2;1;M;11;PS;F;CM;BR;1;          
D061301279;1;1;M;73;CD;F;CM;BR;5;          
D061301279;2;1;M;11;PS;F;CM;BR;1;          
D061301280;1;1;M;58;CD;F;MO;BR;4;          
D061301280;1;1;M;58;CD;F;MO;BR;4;          
D061301281;1;1;M;8;PD;F;AU;BR;8;          
D061301281;2;1;M;SI;PD;F;AU;BR;8;          
D061301281;1;1;M;8;PD;F;AU;BR;8;          
D061301281;2;1;M;SI;PD;F;AU;BR;8;          
D061301282;1;1;F;21;PD;F;AU;BR;8;          
D061301282;1;1;F;21;PD;F;AU;BR;8;          
D061301283;1;1;M;25;CD;F;MO;BR;5;          
D061301283;1;1;M;25;CD;F;MO;BR;5;          
